1.600000000000000000e+01 9.922547332185885915e-01
1.614285714285714235e+01 9.698795180722891152e-01
1.628571428571428470e+01 9.655765920826161475e-01
1.642857142857142705e+01 9.582616179001721690e-01
1.657142857142856940e+01 9.156626506024095891e-01
1.671428571428571175e+01 8.319833957679456660e-01
1.685714285714285765e+01 8.102409638554216587e-01
1.700000000000000000e+01 9.750430292598967208e-01
1.714285714285714235e+01 9.569707401032702121e-01
1.728571428571428470e+01 9.144634745069269988e-01
1.742857142857142705e+01 9.011668194112255614e-01
1.757142857142856940e+01 8.158721843897328574e-01
1.771428571428571175e+01 8.144204145775648662e-01
1.785714285714285765e+01 7.616716867469879304e-01
1.800000000000000000e+01 7.380691597559067008e-01
1.814285714285714235e+01 7.367704584572054571e-01
1.828571428571428470e+01 7.291039156626506479e-01
1.842857142857142705e+01 7.297762478485370075e-01
1.857142857142856940e+01 6.409208261617900249e-01
1.871428571428571175e+01 6.449406649153002213e-01
1.885714285714285765e+01 6.449406649153002213e-01
1.900000000000000000e+01 6.458167163427228630e-01
1.914285714285714235e+01 6.475803546411560419e-01
1.928571428571428470e+01 6.526506024096385694e-01
1.942857142857142705e+01 6.560626743426909435e-01
1.957142857142856940e+01 6.576469141873617641e-01
1.971428571428571175e+01 6.609652897303499586e-01
1.985714285714285765e+01 6.709916589434661294e-01
2.000000000000000000e+01 6.798753455379961119e-01
2.014285714285714235e+01 6.811359724612736644e-01
2.028571428571428470e+01 6.839364692041220994e-01
2.042857142857142705e+01 6.889220933971363925e-01
2.057142857142856940e+01 6.980346635712284531e-01
2.071428571428571175e+01 7.067360350492880583e-01
2.085714285714285765e+01 7.309144411748376147e-01
2.100000000000000000e+01 7.339901477832512233e-01
2.114285714285714235e+01 7.392035675168204811e-01
2.128571428571428470e+01 7.479059093516924328e-01
2.142857142857142705e+01 7.534423407917383297e-01
2.157142857142856940e+01 7.534423407917383297e-01
2.171428571428571175e+01 7.534423407917383297e-01
2.185714285714285765e+01 7.538726333907056487e-01
2.200000000000000000e+01 7.517211703958691649e-01
2.214285714285714235e+01 7.508605851979346379e-01
2.228571428571428470e+01 7.474182444061961972e-01
2.242857142857142705e+01 7.456970740103270323e-01
2.257142857142856940e+01 7.452667814113597133e-01
2.271428571428571175e+01 7.433304647160068335e-01
2.285714285714285410e+01 7.396729776247847887e-01
2.300000000000000000e+01 7.392426850258175808e-01
2.314285714285714235e+01 7.378288664863534851e-01
2.328571428571428470e+01 7.409638554216867457e-01
2.342857142857142705e+01 7.396729776247847887e-01
2.357142857142856940e+01 7.331110154905335907e-01
